2026-05-19 04:52:35 | INFO | exchanges.kucoin | WS connecting connection_id=1 url=wss://ws-api-spot.kucoin.com/?token=2neAiuYvAU61ZDXANAGAsiL4-iAExhsBXZxftpOeh_55i3Ysy2q2LEsEWU64mdzUOPusi34M_wGoSf7iNyEWJ5tR6F7tPMVhblRtW1lcwxB532PKIsXogdiYB9J6i9GjsxUuhPw3Blq6rhZlGykT3Vp1phUafnulOOpts-MEmEFYEaz4Hzf02kNuPvTTk2TFJBvJHl5Vs9Y=.Vkv_NeLzPzdRxIYFN9V6hg==&connectId=cpv2-1 symbols=['SOL-USDT', 'XRP-USDT', 'DOGE-USDT', 'SUI-USDT', 'ADA-USDT', 'AVAX-USDT', 'ZEC-USDT', 'LINK-USDT', 'PEPE-USDT', 'LTC-USDT', 'NEAR-USDT', 'XMR-USDT', 'UNI-USDT', 'BNB-USDT', 'DOT-USDT', 'PENGU-USDT', 'WLD-USDT', 'SHIB-USDT', 'TON-USDT', 'ARB-USDT', 'HTX-USDT', 'BTC-USDT', 'ETH-USDT', 'OP-USDT', 'MATIC-USDT', 'IMX-USDT', 'APT-USDT', 'SEI-USDT', 'TIA-USDT', 'INJ-USDT', 'RNDR-USDT', 'ENA-USDT', 'PYTH-USDT', 'BLUR-USDT', 'AEVO-USDT', 'FLOKI-USDT', 'BONK-USDT', 'WIF-USDT', 'MEME-USDT', 'KCS-USDT']
2026-05-19 04:57:17 | WARNING | exchanges.kucoin | WS closed connection_id=1 reconnects=4: code=None reason=. Retry in 2.0s.
2026-05-19 04:57:43 | INFO | exchanges.kucoin | WS connecting connection_id=1 url=wss://ws-api-spot.kucoin.com/?token=2neAiuYvAU61ZDXANAGAsiL4-iAExhsBXZxftpOeh_55i3Ysy2q2LEsEWU64mdzUOPusi34M_wGoSf7iNyEWJ5tR6F7tPMVhblRtW1lcwxB532PKIsXogdiYB9J6i9GjsxUuhPw3Blq6rhZlGykT3Vp1phUafnulOOpts-MEmEFYEaz4Hzf02kNuPvTTk2TFJBvJHl5Vs9Y=.Vkv_NeLzPzdRxIYFN9V6hg==&connectId=cpv2-1 symbols=['SOL-USDT', 'XRP-USDT', 'DOGE-USDT', 'SUI-USDT', 'ADA-USDT', 'AVAX-USDT', 'ZEC-USDT', 'LINK-USDT', 'PEPE-USDT', 'LTC-USDT', 'NEAR-USDT', 'XMR-USDT', 'UNI-USDT', 'BNB-USDT', 'DOT-USDT', 'PENGU-USDT', 'WLD-USDT', 'SHIB-USDT', 'TON-USDT', 'ARB-USDT', 'HTX-USDT', 'BTC-USDT', 'ETH-USDT', 'OP-USDT', 'MATIC-USDT', 'IMX-USDT', 'APT-USDT', 'SEI-USDT', 'TIA-USDT', 'INJ-USDT', 'RNDR-USDT', 'ENA-USDT', 'PYTH-USDT', 'BLUR-USDT', 'AEVO-USDT', 'FLOKI-USDT', 'BONK-USDT', 'WIF-USDT', 'MEME-USDT', 'KCS-USDT']
2026-05-19 04:57:46 | INFO | exchanges.kucoin | WS connected connection_id=1
2026-05-19 04:58:29 | WARNING | exchanges.kucoin | WS closed connection_id=1 reconnects=5: code=None reason=. Retry in 2.0s.
2026-05-19 04:58:55 | INFO | exchanges.kucoin | WS connecting connection_id=1 url=wss://ws-api-spot.kucoin.com/?token=2neAiuYvAU61ZDXANAGAsiL4-iAExhsBXZxftpOeh_55i3Ysy2q2LEsEWU64mdzUOPusi34M_wGoSf7iNyEWJ5tR6F7tPMVhblRtW1lcwxB532PKIsXogdiYB9J6i9GjsxUuhPw3Blq6rhZlGykT3Vp1phUafnulOOpts-MEmEFYEaz4Hzf02kNuPvTTk2TFJBvJHl5Vs9Y=.Vkv_NeLzPzdRxIYFN9V6hg==&connectId=cpv2-1 symbols=['SOL-USDT', 'XRP-USDT', 'DOGE-USDT', 'SUI-USDT', 'ADA-USDT', 'AVAX-USDT', 'ZEC-USDT', 'LINK-USDT', 'PEPE-USDT', 'LTC-USDT', 'NEAR-USDT', 'XMR-USDT', 'UNI-USDT', 'BNB-USDT', 'DOT-USDT', 'PENGU-USDT', 'WLD-USDT', 'SHIB-USDT', 'TON-USDT', 'ARB-USDT', 'HTX-USDT', 'BTC-USDT', 'ETH-USDT', 'OP-USDT', 'MATIC-USDT', 'IMX-USDT', 'APT-USDT', 'SEI-USDT', 'TIA-USDT', 'INJ-USDT', 'RNDR-USDT', 'ENA-USDT', 'PYTH-USDT', 'BLUR-USDT', 'AEVO-USDT', 'FLOKI-USDT', 'BONK-USDT', 'WIF-USDT', 'MEME-USDT', 'KCS-USDT']
2026-05-19 04:58:56 | INFO | exchanges.kucoin | WS connected connection_id=1
2026-05-19 04:59:39 | WARNING | exchanges.kucoin | WS closed connection_id=1 reconnects=6: code=None reason=. Retry in 2.0s.
2026-05-19 05:00:17 | INFO | exchanges.kucoin | WS connecting connection_id=1 url=wss://ws-api-spot.kucoin.com/?token=2neAiuYvAU61ZDXANAGAsiL4-iAExhsBXZxftpOeh_55i3Ysy2q2LEsEWU64mdzUOPusi34M_wGoSf7iNyEWJ5tR6F7tPMVhblRtW1lcwxB532PKIsXogdiYB9J6i9GjsxUuhPw3Blq6rhZlGykT3Vp1phUafnulOOpts-MEmEFYEaz4Hzf02kNuPvTTk2TFJBvJHl5Vs9Y=.Vkv_NeLzPzdRxIYFN9V6hg==&connectId=cpv2-1 symbols=['SOL-USDT', 'XRP-USDT', 'DOGE-USDT', 'SUI-USDT', 'ADA-USDT', 'AVAX-USDT', 'ZEC-USDT', 'LINK-USDT', 'PEPE-USDT', 'LTC-USDT', 'NEAR-USDT', 'XMR-USDT', 'UNI-USDT', 'BNB-USDT', 'DOT-USDT', 'PENGU-USDT', 'WLD-USDT', 'SHIB-USDT', 'TON-USDT', 'ARB-USDT', 'HTX-USDT', 'BTC-USDT', 'ETH-USDT', 'OP-USDT', 'MATIC-USDT', 'IMX-USDT', 'APT-USDT', 'SEI-USDT', 'TIA-USDT', 'INJ-USDT', 'RNDR-USDT', 'ENA-USDT', 'PYTH-USDT', 'BLUR-USDT', 'AEVO-USDT', 'FLOKI-USDT', 'BONK-USDT', 'WIF-USDT', 'MEME-USDT', 'KCS-USDT']
2026-05-19 05:00:18 | INFO | exchanges.kucoin | WS connected connection_id=1
2026-05-19 05:00:59 | WARNING | exchanges.kucoin | WS closed connection_id=1 reconnects=7: code=None reason=. Retry in 2.0s.
2026-05-19 05:01:31 | INFO | exchanges.kucoin | WS connecting connection_id=1 url=wss://ws-api-spot.kucoin.com/?token=2neAiuYvAU61ZDXANAGAsiL4-iAExhsBXZxftpOeh_55i3Ysy2q2LEsEWU64mdzUOPusi34M_wGoSf7iNyEWJ5tR6F7tPMVhblRtW1lcwxB532PKIsXogdiYB9J6i9GjsxUuhPw3Blq6rhZlGykT3Vp1phUafnulOOpts-MEmEFYEaz4Hzf02kNuPvTTk2TFJBvJHl5Vs9Y=.Vkv_NeLzPzdRxIYFN9V6hg==&connectId=cpv2-1 symbols=['SOL-USDT', 'XRP-USDT', 'DOGE-USDT', 'SUI-USDT', 'ADA-USDT', 'AVAX-USDT', 'ZEC-USDT', 'LINK-USDT', 'PEPE-USDT', 'LTC-USDT', 'NEAR-USDT', 'XMR-USDT', 'UNI-USDT', 'BNB-USDT', 'DOT-USDT', 'PENGU-USDT', 'WLD-USDT', 'SHIB-USDT', 'TON-USDT', 'ARB-USDT', 'HTX-USDT', 'BTC-USDT', 'ETH-USDT', 'OP-USDT', 'MATIC-USDT', 'IMX-USDT', 'APT-USDT', 'SEI-USDT', 'TIA-USDT', 'INJ-USDT', 'RNDR-USDT', 'ENA-USDT', 'PYTH-USDT', 'BLUR-USDT', 'AEVO-USDT', 'FLOKI-USDT', 'BONK-USDT', 'WIF-USDT', 'MEME-USDT', 'KCS-USDT']
2026-05-19 05:01:33 | INFO | exchanges.kucoin | WS connected connection_id=1
2026-05-19 05:02:17 | WARNING | exchanges.kucoin | WS closed connection_id=1 reconnects=8: code=None reason=. Retry in 2.0s.
2026-05-19 05:02:44 | INFO | exchanges.kucoin | WS connecting connection_id=1 url=wss://ws-api-spot.kucoin.com/?token=2neAiuYvAU61ZDXANAGAsiL4-iAExhsBXZxftpOeh_55i3Ysy2q2LEsEWU64mdzUOPusi34M_wGoSf7iNyEWJ5tR6F7tPMVhblRtW1lcwxB532PKIsXogdiYB9J6i9GjsxUuhPw3Blq6rhZlGykT3Vp1phUafnulOOpts-MEmEFYEaz4Hzf02kNuPvTTk2TFJBvJHl5Vs9Y=.Vkv_NeLzPzdRxIYFN9V6hg==&connectId=cpv2-1 symbols=['SOL-USDT', 'XRP-USDT', 'DOGE-USDT', 'SUI-USDT', 'ADA-USDT', 'AVAX-USDT', 'ZEC-USDT', 'LINK-USDT', 'PEPE-USDT', 'LTC-USDT', 'NEAR-USDT', 'XMR-USDT', 'UNI-USDT', 'BNB-USDT', 'DOT-USDT', 'PENGU-USDT', 'WLD-USDT', 'SHIB-USDT', 'TON-USDT', 'ARB-USDT', 'HTX-USDT', 'BTC-USDT', 'ETH-USDT', 'OP-USDT', 'MATIC-USDT', 'IMX-USDT', 'APT-USDT', 'SEI-USDT', 'TIA-USDT', 'INJ-USDT', 'RNDR-USDT', 'ENA-USDT', 'PYTH-USDT', 'BLUR-USDT', 'AEVO-USDT', 'FLOKI-USDT', 'BONK-USDT', 'WIF-USDT', 'MEME-USDT', 'KCS-USDT']
2026-05-19 05:02:44 | INFO | exchanges.kucoin | WS connected connection_id=1
2026-05-19 05:03:27 | WARNING | exchanges.kucoin | WS closed connection_id=1 reconnects=9: code=None reason=. Retry in 2.0s.
2026-05-19 05:03:53 | INFO | exchanges.kucoin | WS connecting connection_id=1 url=wss://ws-api-spot.kucoin.com/?token=2neAiuYvAU61ZDXANAGAsiL4-iAExhsBXZxftpOeh_55i3Ysy2q2LEsEWU64mdzUOPusi34M_wGoSf7iNyEWJ5tR6F7tPMVhblRtW1lcwxB532PKIsXogdiYB9J6i9GjsxUuhPw3Blq6rhZlGykT3Vp1phUafnulOOpts-MEmEFYEaz4Hzf02kNuPvTTk2TFJBvJHl5Vs9Y=.Vkv_NeLzPzdRxIYFN9V6hg==&connectId=cpv2-1 symbols=['SOL-USDT', 'XRP-USDT', 'DOGE-USDT', 'SUI-USDT', 'ADA-USDT', 'AVAX-USDT', 'ZEC-USDT', 'LINK-USDT', 'PEPE-USDT', 'LTC-USDT', 'NEAR-USDT', 'XMR-USDT', 'UNI-USDT', 'BNB-USDT', 'DOT-USDT', 'PENGU-USDT', 'WLD-USDT', 'SHIB-USDT', 'TON-USDT', 'ARB-USDT', 'HTX-USDT', 'BTC-USDT', 'ETH-USDT', 'OP-USDT', 'MATIC-USDT', 'IMX-USDT', 'APT-USDT', 'SEI-USDT', 'TIA-USDT', 'INJ-USDT', 'RNDR-USDT', 'ENA-USDT', 'PYTH-USDT', 'BLUR-USDT', 'AEVO-USDT', 'FLOKI-USDT', 'BONK-USDT', 'WIF-USDT', 'MEME-USDT', 'KCS-USDT']
2026-05-19 05:03:53 | INFO | exchanges.kucoin | WS connected connection_id=1
2026-05-19 05:04:36 | WARNING | exchanges.kucoin | WS closed connection_id=1 reconnects=10: code=None reason=. Retry in 2.0s.
2026-05-19 05:05:04 | INFO | exchanges.kucoin | WS connecting connection_id=1 url=wss://ws-api-spot.kucoin.com/?token=2neAiuYvAU61ZDXANAGAsiL4-iAExhsBXZxftpOeh_55i3Ysy2q2LEsEWU64mdzUOPusi34M_wGoSf7iNyEWJ5tR6F7tPMVhblRtW1lcwxB532PKIsXogdiYB9J6i9GjsxUuhPw3Blq6rhZlGykT3Vp1phUafnulOOpts-MEmEFYEaz4Hzf02kNuPvTTk2TFJBvJHl5Vs9Y=.Vkv_NeLzPzdRxIYFN9V6hg==&connectId=cpv2-1 symbols=['SOL-USDT', 'XRP-USDT', 'DOGE-USDT', 'SUI-USDT', 'ADA-USDT', 'AVAX-USDT', 'ZEC-USDT', 'LINK-USDT', 'PEPE-USDT', 'LTC-USDT', 'NEAR-USDT', 'XMR-USDT', 'UNI-USDT', 'BNB-USDT', 'DOT-USDT', 'PENGU-USDT', 'WLD-USDT', 'SHIB-USDT', 'TON-USDT', 'ARB-USDT', 'HTX-USDT', 'BTC-USDT', 'ETH-USDT', 'OP-USDT', 'MATIC-USDT', 'IMX-USDT', 'APT-USDT', 'SEI-USDT', 'TIA-USDT', 'INJ-USDT', 'RNDR-USDT', 'ENA-USDT', 'PYTH-USDT', 'BLUR-USDT', 'AEVO-USDT', 'FLOKI-USDT', 'BONK-USDT', 'WIF-USDT', 'MEME-USDT', 'KCS-USDT']
2026-05-19 05:05:05 | INFO | exchanges.kucoin | WS connected connection_id=1
2026-05-19 05:05:49 | WARNING | exchanges.kucoin | WS closed connection_id=1 reconnects=11: code=None reason=. Retry in 2.0s.
2026-05-19 05:06:16 | INFO | exchanges.kucoin | WS connecting connection_id=1 url=wss://ws-api-spot.kucoin.com/?token=2neAiuYvAU61ZDXANAGAsiL4-iAExhsBXZxftpOeh_55i3Ysy2q2LEsEWU64mdzUOPusi34M_wGoSf7iNyEWJ5tR6F7tPMVhblRtW1lcwxB532PKIsXogdiYB9J6i9GjsxUuhPw3Blq6rhZlGykT3Vp1phUafnulOOpts-MEmEFYEaz4Hzf02kNuPvTTk2TFJBvJHl5Vs9Y=.Vkv_NeLzPzdRxIYFN9V6hg==&connectId=cpv2-1 symbols=['SOL-USDT', 'XRP-USDT', 'DOGE-USDT', 'SUI-USDT', 'ADA-USDT', 'AVAX-USDT', 'ZEC-USDT', 'LINK-USDT', 'PEPE-USDT', 'LTC-USDT', 'NEAR-USDT', 'XMR-USDT', 'UNI-USDT', 'BNB-USDT', 'DOT-USDT', 'PENGU-USDT', 'WLD-USDT', 'SHIB-USDT', 'TON-USDT', 'ARB-USDT', 'HTX-USDT', 'BTC-USDT', 'ETH-USDT', 'OP-USDT', 'MATIC-USDT', 'IMX-USDT', 'APT-USDT', 'SEI-USDT', 'TIA-USDT', 'INJ-USDT', 'RNDR-USDT', 'ENA-USDT', 'PYTH-USDT', 'BLUR-USDT', 'AEVO-USDT', 'FLOKI-USDT', 'BONK-USDT', 'WIF-USDT', 'MEME-USDT', 'KCS-USDT']
2026-05-19 05:06:18 | INFO | exchanges.kucoin | WS connected connection_id=1
2026-05-19 05:06:59 | WARNING | exchanges.kucoin | WS closed connection_id=1 reconnects=12: code=None reason=. Retry in 2.0s.
2026-05-19 05:07:28 | INFO | exchanges.kucoin | WS connecting connection_id=1 url=wss://ws-api-spot.kucoin.com/?token=2neAiuYvAU61ZDXANAGAsiL4-iAExhsBXZxftpOeh_55i3Ysy2q2LEsEWU64mdzUOPusi34M_wGoSf7iNyEWJ5tR6F7tPMVhblRtW1lcwxB532PKIsXogdiYB9J6i9GjsxUuhPw3Blq6rhZlGykT3Vp1phUafnulOOpts-MEmEFYEaz4Hzf02kNuPvTTk2TFJBvJHl5Vs9Y=.Vkv_NeLzPzdRxIYFN9V6hg==&connectId=cpv2-1 symbols=['SOL-USDT', 'XRP-USDT', 'DOGE-USDT', 'SUI-USDT', 'ADA-USDT', 'AVAX-USDT', 'ZEC-USDT', 'LINK-USDT', 'PEPE-USDT', 'LTC-USDT', 'NEAR-USDT', 'XMR-USDT', 'UNI-USDT', 'BNB-USDT', 'DOT-USDT', 'PENGU-USDT', 'WLD-USDT', 'SHIB-USDT', 'TON-USDT', 'ARB-USDT', 'HTX-USDT', 'BTC-USDT', 'ETH-USDT', 'OP-USDT', 'MATIC-USDT', 'IMX-USDT', 'APT-USDT', 'SEI-USDT', 'TIA-USDT', 'INJ-USDT', 'RNDR-USDT', 'ENA-USDT', 'PYTH-USDT', 'BLUR-USDT', 'AEVO-USDT', 'FLOKI-USDT', 'BONK-USDT', 'WIF-USDT', 'MEME-USDT', 'KCS-USDT']
2026-05-19 05:07:30 | INFO | exchanges.kucoin | WS connected connection_id=1
2026-05-19 05:08:13 | WARNING | exchanges.kucoin | WS closed connection_id=1 reconnects=13: code=None reason=. Retry in 2.0s.
2026-05-19 05:08:39 | INFO | exchanges.kucoin | WS connecting connection_id=1 url=wss://ws-api-spot.kucoin.com/?token=2neAiuYvAU61ZDXANAGAsiL4-iAExhsBXZxftpOeh_55i3Ysy2q2LEsEWU64mdzUOPusi34M_wGoSf7iNyEWJ5tR6F7tPMVhblRtW1lcwxB532PKIsXogdiYB9J6i9GjsxUuhPw3Blq6rhZlGykT3Vp1phUafnulOOpts-MEmEFYEaz4Hzf02kNuPvTTk2TFJBvJHl5Vs9Y=.Vkv_NeLzPzdRxIYFN9V6hg==&connectId=cpv2-1 symbols=['SOL-USDT', 'XRP-USDT', 'DOGE-USDT', 'SUI-USDT', 'ADA-USDT', 'AVAX-USDT', 'ZEC-USDT', 'LINK-USDT', 'PEPE-USDT', 'LTC-USDT', 'NEAR-USDT', 'XMR-USDT', 'UNI-USDT', 'BNB-USDT', 'DOT-USDT', 'PENGU-USDT', 'WLD-USDT', 'SHIB-USDT', 'TON-USDT', 'ARB-USDT', 'HTX-USDT', 'BTC-USDT', 'ETH-USDT', 'OP-USDT', 'MATIC-USDT', 'IMX-USDT', 'APT-USDT', 'SEI-USDT', 'TIA-USDT', 'INJ-USDT', 'RNDR-USDT', 'ENA-USDT', 'PYTH-USDT', 'BLUR-USDT', 'AEVO-USDT', 'FLOKI-USDT', 'BONK-USDT', 'WIF-USDT', 'MEME-USDT', 'KCS-USDT']
2026-05-19 05:08:40 | INFO | exchanges.kucoin | WS connected connection_id=1
2026-05-19 05:09:25 | WARNING | exchanges.kucoin | WS closed connection_id=1 reconnects=14: code=None reason=. Retry in 2.0s.
2026-05-19 05:09:54 | INFO | exchanges.kucoin | WS connecting connection_id=1 url=wss://ws-api-spot.kucoin.com/?token=2neAiuYvAU61ZDXANAGAsiL4-iAExhsBXZxftpOeh_55i3Ysy2q2LEsEWU64mdzUOPusi34M_wGoSf7iNyEWJ5tR6F7tPMVhblRtW1lcwxB532PKIsXogdiYB9J6i9GjsxUuhPw3Blq6rhZlGykT3Vp1phUafnulOOpts-MEmEFYEaz4Hzf02kNuPvTTk2TFJBvJHl5Vs9Y=.Vkv_NeLzPzdRxIYFN9V6hg==&connectId=cpv2-1 symbols=['SOL-USDT', 'XRP-USDT', 'DOGE-USDT', 'SUI-USDT', 'ADA-USDT', 'AVAX-USDT', 'ZEC-USDT', 'LINK-USDT', 'PEPE-USDT', 'LTC-USDT', 'NEAR-USDT', 'XMR-USDT', 'UNI-USDT', 'BNB-USDT', 'DOT-USDT', 'PENGU-USDT', 'WLD-USDT', 'SHIB-USDT', 'TON-USDT', 'ARB-USDT', 'HTX-USDT', 'BTC-USDT', 'ETH-USDT', 'OP-USDT', 'MATIC-USDT', 'IMX-USDT', 'APT-USDT', 'SEI-USDT', 'TIA-USDT', 'INJ-USDT', 'RNDR-USDT', 'ENA-USDT', 'PYTH-USDT', 'BLUR-USDT', 'AEVO-USDT', 'FLOKI-USDT', 'BONK-USDT', 'WIF-USDT', 'MEME-USDT', 'KCS-USDT']
2026-05-19 05:09:56 | INFO | exchanges.kucoin | WS connected connection_id=1
2026-05-19 05:10:42 | WARNING | exchanges.kucoin | WS closed connection_id=1 reconnects=15: code=None reason=. Retry in 2.0s.
2026-05-19 05:11:15 | INFO | exchanges.kucoin | WS connecting connection_id=1 url=wss://ws-api-spot.kucoin.com/?token=2neAiuYvAU61ZDXANAGAsiL4-iAExhsBXZxftpOeh_55i3Ysy2q2LEsEWU64mdzUOPusi34M_wGoSf7iNyEWJ5tR6F7tPMVhblRtW1lcwxB532PKIsXogdiYB9J6i9GjsxUuhPw3Blq6rhZlGykT3Vp1phUafnulOOpts-MEmEFYEaz4Hzf02kNuPvTTk2TFJBvJHl5Vs9Y=.Vkv_NeLzPzdRxIYFN9V6hg==&connectId=cpv2-1 symbols=['SOL-USDT', 'XRP-USDT', 'DOGE-USDT', 'SUI-USDT', 'ADA-USDT', 'AVAX-USDT', 'ZEC-USDT', 'LINK-USDT', 'PEPE-USDT', 'LTC-USDT', 'NEAR-USDT', 'XMR-USDT', 'UNI-USDT', 'BNB-USDT', 'DOT-USDT', 'PENGU-USDT', 'WLD-USDT', 'SHIB-USDT', 'TON-USDT', 'ARB-USDT', 'HTX-USDT', 'BTC-USDT', 'ETH-USDT', 'OP-USDT', 'MATIC-USDT', 'IMX-USDT', 'APT-USDT', 'SEI-USDT', 'TIA-USDT', 'INJ-USDT', 'RNDR-USDT', 'ENA-USDT', 'PYTH-USDT', 'BLUR-USDT', 'AEVO-USDT', 'FLOKI-USDT', 'BONK-USDT', 'WIF-USDT', 'MEME-USDT', 'KCS-USDT']
2026-05-19 05:11:16 | INFO | exchanges.kucoin | WS connected connection_id=1
2026-05-19 05:12:00 | WARNING | exchanges.kucoin | WS closed connection_id=1 reconnects=16: code=None reason=. Retry in 2.0s.
