2026-05-19 04:52:32 | INFO | exchanges.bitget | WS connecting connection_id=1 url=wss://ws.bitget.com/v2/ws/public symbols=['SOLUSDT', 'XRPUSDT', 'DOGEUSDT', 'SUIUSDT', 'ADAUSDT', 'AVAXUSDT', 'ZECUSDT', 'LINKUSDT', 'PEPEUSDT', 'LTCUSDT', 'NEARUSDT', 'UNIUSDT', 'BNBUSDT', 'DOTUSDT', 'PENGUUSDT', 'WLDUSDT', 'SHIBUSDT', 'TONUSDT', 'ARBUSDT', 'HTXUSDT', 'BTCUSDT', 'ETHUSDT', 'OPUSDT', 'IMXUSDT', 'APTUSDT', 'SEIUSDT', 'TIAUSDT', 'INJUSDT', 'ENAUSDT', 'PYTHUSDT', 'BLURUSDT', 'AEVOUSDT', 'FLOKIUSDT', 'BONKUSDT', 'WIFUSDT', 'MEMEUSDT', 'BGBUSDT']
2026-05-19 05:06:41 | INFO | exchanges.bitget | WS connecting connection_id=1 url=wss://ws.bitget.com/v2/ws/public symbols=['SOLUSDT', 'XRPUSDT', 'DOGEUSDT', 'SUIUSDT', 'ADAUSDT', 'AVAXUSDT', 'ZECUSDT', 'LINKUSDT', 'PEPEUSDT', 'LTCUSDT', 'NEARUSDT', 'UNIUSDT', 'BNBUSDT', 'DOTUSDT', 'PENGUUSDT', 'WLDUSDT', 'SHIBUSDT', 'TONUSDT', 'ARBUSDT', 'HTXUSDT', 'BTCUSDT', 'ETHUSDT', 'OPUSDT', 'IMXUSDT', 'APTUSDT', 'SEIUSDT', 'TIAUSDT', 'INJUSDT', 'ENAUSDT', 'PYTHUSDT', 'BLURUSDT', 'AEVOUSDT', 'FLOKIUSDT', 'BONKUSDT', 'WIFUSDT', 'MEMEUSDT', 'BGBUSDT']
2026-05-19 05:06:43 | INFO | exchanges.bitget | WS connected connection_id=1
2026-05-19 05:09:21 | ERROR | exchanges.bitget | WS error connection_id=1 reconnects=6: 'NoneType' object has no attribute 'resume_reading'. Retry in 2.0s.
2026-05-19 05:09:49 | INFO | exchanges.bitget | WS connecting connection_id=1 url=wss://ws.bitget.com/v2/ws/public symbols=['SOLUSDT', 'XRPUSDT', 'DOGEUSDT', 'SUIUSDT', 'ADAUSDT', 'AVAXUSDT', 'ZECUSDT', 'LINKUSDT', 'PEPEUSDT', 'LTCUSDT', 'NEARUSDT', 'UNIUSDT', 'BNBUSDT', 'DOTUSDT', 'PENGUUSDT', 'WLDUSDT', 'SHIBUSDT', 'TONUSDT', 'ARBUSDT', 'HTXUSDT', 'BTCUSDT', 'ETHUSDT', 'OPUSDT', 'IMXUSDT', 'APTUSDT', 'SEIUSDT', 'TIAUSDT', 'INJUSDT', 'ENAUSDT', 'PYTHUSDT', 'BLURUSDT', 'AEVOUSDT', 'FLOKIUSDT', 'BONKUSDT', 'WIFUSDT', 'MEMEUSDT', 'BGBUSDT']
2026-05-19 05:09:51 | INFO | exchanges.bitget | WS connected connection_id=1
2026-05-19 05:10:51 | WARNING | exchanges.bitget | WS closed connection_id=1 reconnects=7: code=None reason=. Retry in 2.0s.
2026-05-19 05:11:24 | INFO | exchanges.bitget | WS connecting connection_id=1 url=wss://ws.bitget.com/v2/ws/public symbols=['SOLUSDT', 'XRPUSDT', 'DOGEUSDT', 'SUIUSDT', 'ADAUSDT', 'AVAXUSDT', 'ZECUSDT', 'LINKUSDT', 'PEPEUSDT', 'LTCUSDT', 'NEARUSDT', 'UNIUSDT', 'BNBUSDT', 'DOTUSDT', 'PENGUUSDT', 'WLDUSDT', 'SHIBUSDT', 'TONUSDT', 'ARBUSDT', 'HTXUSDT', 'BTCUSDT', 'ETHUSDT', 'OPUSDT', 'IMXUSDT', 'APTUSDT', 'SEIUSDT', 'TIAUSDT', 'INJUSDT', 'ENAUSDT', 'PYTHUSDT', 'BLURUSDT', 'AEVOUSDT', 'FLOKIUSDT', 'BONKUSDT', 'WIFUSDT', 'MEMEUSDT', 'BGBUSDT']
2026-05-19 05:11:25 | INFO | exchanges.bitget | WS connected connection_id=1
2026-05-19 05:13:45 | ERROR | exchanges.bitget | WS error connection_id=1 reconnects=8: 'NoneType' object has no attribute 'resume_reading'. Retry in 2.0s.
2026-05-19 05:14:14 | INFO | exchanges.bitget | WS connecting connection_id=1 url=wss://ws.bitget.com/v2/ws/public symbols=['SOLUSDT', 'XRPUSDT', 'DOGEUSDT', 'SUIUSDT', 'ADAUSDT', 'AVAXUSDT', 'ZECUSDT', 'LINKUSDT', 'PEPEUSDT', 'LTCUSDT', 'NEARUSDT', 'UNIUSDT', 'BNBUSDT', 'DOTUSDT', 'PENGUUSDT', 'WLDUSDT', 'SHIBUSDT', 'TONUSDT', 'ARBUSDT', 'HTXUSDT', 'BTCUSDT', 'ETHUSDT', 'OPUSDT', 'IMXUSDT', 'APTUSDT', 'SEIUSDT', 'TIAUSDT', 'INJUSDT', 'ENAUSDT', 'PYTHUSDT', 'BLURUSDT', 'AEVOUSDT', 'FLOKIUSDT', 'BONKUSDT', 'WIFUSDT', 'MEMEUSDT', 'BGBUSDT']
2026-05-19 05:14:15 | INFO | exchanges.bitget | WS connected connection_id=1
2026-05-19 05:16:38 | ERROR | exchanges.bitget | WS error connection_id=1 reconnects=9: 'NoneType' object has no attribute 'resume_reading'. Retry in 2.0s.
2026-05-19 05:17:10 | INFO | exchanges.bitget | WS connecting connection_id=1 url=wss://ws.bitget.com/v2/ws/public symbols=['SOLUSDT', 'XRPUSDT', 'DOGEUSDT', 'SUIUSDT', 'ADAUSDT', 'AVAXUSDT', 'ZECUSDT', 'LINKUSDT', 'PEPEUSDT', 'LTCUSDT', 'NEARUSDT', 'UNIUSDT', 'BNBUSDT', 'DOTUSDT', 'PENGUUSDT', 'WLDUSDT', 'SHIBUSDT', 'TONUSDT', 'ARBUSDT', 'HTXUSDT', 'BTCUSDT', 'ETHUSDT', 'OPUSDT', 'IMXUSDT', 'APTUSDT', 'SEIUSDT', 'TIAUSDT', 'INJUSDT', 'ENAUSDT', 'PYTHUSDT', 'BLURUSDT', 'AEVOUSDT', 'FLOKIUSDT', 'BONKUSDT', 'WIFUSDT', 'MEMEUSDT', 'BGBUSDT']
2026-05-19 05:17:13 | INFO | exchanges.bitget | WS connected connection_id=1
2026-05-19 05:19:55 | ERROR | exchanges.bitget | WS error connection_id=1 reconnects=10: 'NoneType' object has no attribute 'resume_reading'. Retry in 2.0s.
2026-05-19 05:20:26 | INFO | exchanges.bitget | WS connecting connection_id=1 url=wss://ws.bitget.com/v2/ws/public symbols=['SOLUSDT', 'XRPUSDT', 'DOGEUSDT', 'SUIUSDT', 'ADAUSDT', 'AVAXUSDT', 'ZECUSDT', 'LINKUSDT', 'PEPEUSDT', 'LTCUSDT', 'NEARUSDT', 'UNIUSDT', 'BNBUSDT', 'DOTUSDT', 'PENGUUSDT', 'WLDUSDT', 'SHIBUSDT', 'TONUSDT', 'ARBUSDT', 'HTXUSDT', 'BTCUSDT', 'ETHUSDT', 'OPUSDT', 'IMXUSDT', 'APTUSDT', 'SEIUSDT', 'TIAUSDT', 'INJUSDT', 'ENAUSDT', 'PYTHUSDT', 'BLURUSDT', 'AEVOUSDT', 'FLOKIUSDT', 'BONKUSDT', 'WIFUSDT', 'MEMEUSDT', 'BGBUSDT']
2026-05-19 05:20:27 | INFO | exchanges.bitget | WS connected connection_id=1
